date,daily_air_temp,daily_precip,mean_barom,mean_windspeed
9/17/1988,5.591666666666667,NA,NA,3.5573333333333332
9/18/1988,4.441666666666666,NA,NA,3.2514166666666666
9/19/1988,-2.8125,NA,NA,1.0719166666666666
9/20/1988,-4.2125,NA,NA,0.447
9/21/1988,-3.7583333333333333,NA,NA,1.2191666666666667
9/22/1988,-3.341666666666667,NA,NA,0.86125
9/23/1988,-2.0791666666666666,NA,NA,1.6971666666666667
9/24/1988,-2.9541666666666666,NA,NA,1.8792916666666666
9/25/1988,-2.7458333333333336,NA,NA,2.0089166666666665
9/26/1988,-1.8041666666666667,NA,NA,4.075291666666667
9/27/1988,-3.55,NA,NA,4.994083333333333
9/28/1988,-2.0666666666666664,NA,NA,3.0153333333333334
9/29/1988,-2.9625,NA,NA,5.0432500000000005
9/30/1988,-8.870833333333334,NA,NA,3.967625
10/1/1988,-2.6375,NA,NA,7.393625
10/2/1988,-4.895833333333333,NA,NA,2.46725
10/3/1988,-6.570833333333334,NA,NA,1.7499583333333333
10/4/1988,-10.725,NA,NA,2.21925
10/5/1988,-11.616666666666667,NA,NA,1.0911666666666666
10/6/1988,-10.320833333333333,NA,NA,1.2086666666666666
10/7/1988,-13.9,NA,NA,2.8529583333333335
10/8/1988,-12.6375,NA,NA,2.233875
10/9/1988,-13.3375,NA,NA,1.1120416666666666
10/10/1988,-16.104166666666668,NA,NA,0.62283333333333335
10/11/1988,-20.145833333333332,NA,NA,1.4075833333333334
10/12/1988,-17.316666666666666,NA,NA,3.9919166666666666
10/13/1988,-16.270833333333332,NA,NA,5.123916666666667
10/14/1988,-11.2875,NA,NA,3.618916666666667
10/15/1988,-13.545833333333334,NA,NA,3.466875
10/16/1988,-15.725,NA,NA,2.969708333333333
10/17/1988,-19.795833333333334,NA,NA,2.0795416666666666
10/18/1988,-23.420833333333334,NA,NA,1.9702083333333333
10/19/1988,-19.4125,NA,NA,2.672875
10/20/1988,-15.4375,NA,NA,3.4205
10/21/1988,-18.2625,NA,NA,2.305083333333333
10/22/1988,-20.0875,NA,NA,1.5822083333333332
10/23/1988,-21.104166666666668,NA,NA,1.0659166666666666
10/24/1988,-21.525,NA,NA,0.4517916666666667
10/25/1988,-29.875,NA,NA,0.44758333333333333
10/26/1988,-26.125,NA,NA,0.447
10/27/1988,-26.545833333333334,NA,NA,1.5293333333333332
10/28/1988,-19.370833333333334,NA,NA,3.189791666666667
10/29/1988,-21.8125,NA,NA,1.702375
10/30/1988,-19.28333333333333,NA,NA,2.3297499999999998
10/31/1988,-9.329166666666667,NA,NA,4.173125
11/1/1988,-10.091666666666667,NA,NA,4.384041666666667
11/2/1988,-8.529166666666667,NA,NA,1.531
11/3/1988,-13.208333333333334,NA,NA,0.4485
11/4/1988,-15.533333333333333,NA,NA,1.8389166666666665
11/5/1988,-22.95,NA,NA,2.106
11/6/1988,-30.0375,NA,NA,2.3833333333333333
11/7/1988,-33.275,NA,NA,1.9105833333333333
11/8/1988,-23.033333333333335,NA,NA,1.1094166666666667
11/9/1988,-23.358333333333334,NA,NA,1.5755416666666666
11/10/1988,-34.666666666666664,NA,NA,0.6869166666666666
11/11/1988,-39.2375,NA,NA,0.5500833333333334
11/12/1988,-40.958333333333336,NA,NA,0.6144166666666667
11/13/1988,-36.6875,NA,NA,0.4875
11/14/1988,-34.1875,NA,NA,0.44704166666666667
11/15/1988,-36.520833333333336,NA,NA,0.44754166666666667
11/16/1988,-22.854166666666668,NA,NA,2.05
11/17/1988,-20.229166666666664,NA,NA,3.3890000000000002
11/18/1988,-17.8125,NA,NA,4.588916666666667
11/19/1988,-12.375,NA,NA,1.691625
11/20/1988,-32.84166666666667,NA,NA,1.8293333333333333
11/21/1988,-36.15416666666667,NA,NA,2.0649583333333332
11/22/1988,-33.6375,NA,NA,1.489875
11/23/1988,-33.25833333333333,NA,NA,1.6497083333333333
11/24/1988,-38.65416666666667,NA,NA,1.4230833333333333
11/25/1988,-38.05,NA,NA,0.963375
11/26/1988,-39.05416666666667,NA,NA,0.9002916666666667
11/27/1988,-37.09583333333333,NA,NA,1.3065
11/28/1988,-36.1125,NA,NA,0.9605833333333333
11/29/1988,-40.516666666666666,NA,NA,0.9953333333333333
11/30/1988,-35.766666666666666,NA,NA,0.9599583333333334
12/1/1988,-37.15,NA,NA,1.8408333333333333
12/2/1988,-39.641666666666666,NA,NA,1.8759583333333334
12/3/1988,-37.2375,NA,NA,1.2652916666666667
12/4/1988,-33.958333333333336,NA,NA,1.484125
12/5/1988,-22.225,NA,NA,3.664625
12/6/1988,-29.141666666666666,NA,NA,4.08525
12/7/1988,-27.8125,NA,NA,3.3262916666666666
12/8/1988,-28.054166666666667,NA,NA,1.76225
12/9/1988,-27.266666666666666,NA,NA,1.73975
12/10/1988,-24.066666666666666,NA,NA,2.0677083333333335
12/11/1988,-9.9125,NA,NA,2.8667083333333334
12/12/1988,-7.675,NA,NA,1.8089583333333332
12/13/1988,-20.225,NA,NA,1.4484583333333334
12/14/1988,-9.825,NA,NA,5.988458333333333
12/15/1988,-3.1291666666666664,NA,NA,8.241125
12/16/1988,-3.4416666666666664,NA,NA,4.476875
12/17/1988,-5.5,NA,NA,6.218416666666666
12/18/1988,-8.116666666666667,NA,NA,7.613083333333333
12/19/1988,-6.408333333333333,NA,NA,3.8786666666666667
12/20/1988,-9.516666666666667,NA,NA,2.8074583333333334
12/21/1988,-16.383333333333333,NA,NA,2.560791666666667
12/22/1988,-15.85,NA,NA,4.132375
12/23/1988,-20.233333333333334,NA,NA,1.7045833333333333
12/24/1988,-25.15,NA,NA,1.9199166666666667
12/25/1988,-9.183333333333334,NA,NA,7.129791666666667
12/26/1988,-9.158333333333333,NA,NA,5.257083333333333
12/27/1988,-4.533333333333333,NA,NA,8.024666666666667
12/28/1988,-6.925,NA,NA,5.56425
12/29/1988,-8.845833333333333,NA,NA,6.718458333333333
12/30/1988,-14.358333333333333,NA,NA,4.9751666666666665
12/31/1988,-8.575,NA,NA,5.787166666666667
1/1/1989,-7.579166666666667,NA,NA,3.89175
1/2/1989,-11.145833333333334,NA,NA,3.97725
1/3/1989,-17.383333333333333,NA,NA,3.565125
1/4/1989,-16.691666666666666,NA,NA,6.033708333333333
1/5/1989,-9.408333333333333,NA,NA,7.802333333333333
1/6/1989,-4.516666666666667,NA,NA,8.054041666666667
1/7/1989,-10.616666666666667,NA,NA,2.226375
1/8/1989,-13.766666666666666,NA,NA,2.8445833333333335
1/9/1989,-15.3875,NA,NA,4.604125
1/10/1989,-24.4,NA,NA,3.5259583333333335
1/11/1989,-30.320833333333333,NA,NA,3.4543333333333335
1/12/1989,-33.5,NA,NA,2.5112083333333333
1/13/1989,-32.24583333333333,NA,NA,4.470916666666667
1/14/1989,-33.0125,NA,NA,3.5223333333333335
1/15/1989,-32.86666666666667,NA,NA,3.9600416666666667
1/16/1989,-35.175,NA,NA,3.410791666666667
1/17/1989,-35.02916666666667,NA,NA,3.1711666666666667
1/18/1989,-37.670833333333334,NA,NA,2.5915416666666666
1/19/1989,-37.391666666666666,NA,NA,3.4358750000000002
1/20/1989,-35.525,NA,NA,4.079875
1/21/1989,-38.57083333333333,NA,NA,3.18775
1/22/1989,-37.291666666666664,NA,NA,3.39725
1/23/1989,-38.57083333333333,NA,NA,3.123625
1/24/1989,-45.8375,NA,NA,2.539041666666667
1/25/1989,-49.891666666666666,NA,NA,2.1522916666666667
1/26/1989,-55.545833333333334,NA,NA,1.0832083333333333
1/27/1989,-49.975,NA,NA,0.9062916666666666
1/28/1989,-44.516666666666666,NA,NA,2.7790416666666666
1/29/1989,-33.42916666666667,NA,NA,4.055833333333333
1/30/1989,-34.34583333333333,NA,NA,4.730041666666667
1/31/1989,-24.5,NA,NA,5.265708333333333
2/1/1989,-18.55,NA,NA,6.8620833333333335
2/2/1989,-7.745833333333334,NA,NA,10.285833333333333
2/3/1989,-7.45,NA,NA,9.43725
2/4/1989,-6.5375,NA,NA,7.082541666666667
2/5/1989,-10.254166666666666,NA,NA,2.9170833333333333
2/6/1989,-6.895833333333333,NA,NA,5.428958333333333
2/7/1989,-2.2041666666666666,NA,NA,6.875916666666667
2/8/1989,-2.8375,NA,NA,5.709666666666666
2/9/1989,-4.145833333333333,NA,NA,7.347875
2/10/1989,-2.2375,NA,NA,4.992541666666667
2/11/1989,-7.645833333333333,NA,NA,4.461833333333334
2/12/1989,-2.4791666666666665,NA,NA,6.768375
2/13/1989,-10.304166666666667,NA,NA,3.7409583333333334
2/14/1989,-2.029166666666667,NA,NA,5.438875
2/15/1989,-7.058333333333334,NA,NA,3.6075416666666666
2/16/1989,-4.9875,NA,NA,6.839166666666666
2/17/1989,-0.7666666666666667,NA,NA,5.8285
2/18/1989,-5.408333333333333,NA,NA,4.966541666666667
2/19/1989,-1.9666666666666666,NA,NA,6.9042916666666665
2/20/1989,-12.858333333333333,NA,NA,2.2700833333333335
2/21/1989,-6.695833333333333,NA,NA,6.515833333333333
2/22/1989,-19.808333333333334,NA,NA,3.4257916666666666
2/23/1989,-20.129166666666666,NA,NA,6.329666666666666
2/24/1989,-9.129166666666666,NA,NA,11.041416666666667
2/25/1989,-4.604166666666667,NA,NA,11.982916666666666
2/26/1989,-18.316666666666666,NA,NA,6.114333333333334
2/27/1989,-15.9875,NA,NA,5.453416666666667
2/28/1989,-6.770833333333333,NA,NA,8.285458333333333
3/1/1989,-8.604166666666666,NA,NA,6.118166666666666
3/2/1989,-28.841666666666665,NA,NA,4.765833333333333
3/3/1989,-32.36666666666667,NA,NA,4.126333333333333
3/4/1989,-22.566666666666666,NA,NA,5.084291666666667
3/5/1989,-20.4375,NA,NA,2.8140833333333335
3/6/1989,-25.5,NA,NA,2.764625
3/7/1989,-31.520833333333332,NA,NA,3.6014583333333334
3/8/1989,-25.545833333333334,NA,NA,4.367708333333333
3/9/1989,-14.441666666666666,NA,NA,7.2605
3/10/1989,-3.725,NA,NA,7.19925
3/11/1989,-5.695833333333334,NA,NA,4.418375
3/12/1989,-4.708333333333333,NA,NA,5.12975
3/13/1989,-5.354166666666667,NA,NA,4.131875
3/14/1989,-11.916666666666666,NA,NA,1.9574166666666666
3/15/1989,-13.966666666666667,NA,NA,2.6197083333333335
3/16/1989,-16.1875,NA,NA,0.928125
3/17/1989,-27.7625,NA,NA,1.550375
3/18/1989,-29.375,NA,NA,2.2333333333333334
3/19/1989,-30.675,NA,NA,1.8085
3/20/1989,-27.195833333333333,NA,NA,2.9275
3/21/1989,-28.816666666666666,NA,NA,2.2567083333333335
3/22/1989,-28.72083333333333,NA,NA,2.135625
3/23/1989,-24.666666666666668,NA,NA,2.9112916666666666
3/24/1989,-21.633333333333333,NA,NA,3.3601666666666667
3/25/1989,-16.675,NA,NA,2.5676666666666668
3/26/1989,-12.004166666666666,NA,NA,9.985291666666667
3/27/1989,-12.325,NA,NA,5.110916666666666
3/28/1989,-17.35,NA,NA,3.0687083333333334
3/29/1989,-18.90833333333333,NA,NA,3.1911666666666667
3/30/1989,-16.583333333333332,NA,NA,4.0789583333333335
3/31/1989,-17.579166666666666,NA,NA,2.5869166666666668
4/1/1989,-20.34166666666667,NA,NA,2.2607916666666665
4/2/1989,-21.445833333333333,NA,NA,1.267
4/3/1989,-17.3375,NA,NA,2.794166666666667
4/4/1989,-10.804166666666667,NA,NA,3.6424166666666666
4/5/1989,-17.858333333333334,NA,NA,3.120791666666667
4/6/1989,-5.729166666666667,NA,NA,8.006583333333333
4/7/1989,-0.9541666666666667,NA,NA,9.704916666666666
4/8/1989,-0.6916666666666667,NA,NA,7.128833333333334
4/9/1989,-2.7333333333333334,NA,NA,5.471916666666667
4/10/1989,-8.125,NA,NA,2.612041666666667
4/11/1989,-5.854166666666667,NA,NA,4.400333333333333
4/12/1989,-1.9833333333333334,NA,NA,6.988583333333334
4/13/1989,1.1083333333333334,NA,NA,6.121208333333334
4/14/1989,-0.7166666666666667,NA,NA,2.906875
4/15/1989,-1.1458333333333333,NA,NA,5.3645
4/16/1989,0.5625,NA,NA,4.272583333333333
4/17/1989,-4.133333333333333,NA,NA,2.7941666666666665
4/18/1989,-11.083333333333334,NA,NA,2.2251666666666665
4/19/1989,-16.129166666666666,NA,NA,1.7033333333333334
4/20/1989,-16,NA,NA,1.3582395833333334
4/21/1989,-6.391666666666667,NA,NA,1.8258333333333334
4/22/1989,-11.741666666666667,NA,NA,2.073125
4/23/1989,-16.820833333333333,NA,NA,0.7330833333333333
4/24/1989,-3.275,NA,NA,3.742208333333333
4/25/1989,-11.670833333333333,NA,NA,2.6915833333333334
4/26/1989,-14.125,NA,NA,1.8523333333333334
4/27/1989,-15.141666666666667,NA,NA,1.7669166666666667
4/28/1989,-12.9375,NA,NA,2.528958333333333
4/29/1989,-3.279166666666667,NA,NA,2.3466666666666667
4/30/1989,-4.195833333333334,NA,NA,2.7155833333333335
5/1/1989,-3.325,NA,NA,2.9905833333333334
5/2/1989,-0.7875,NA,NA,2.959
5/3/1989,0.5249999999999999,NA,NA,2.179625
5/4/1989,-2.1125,NA,NA,2.6577916666666668
5/5/1989,-1.9458333333333333,NA,NA,2.313625
5/6/1989,-5.975,NA,NA,2.432625
5/7/1989,-7.2125,NA,NA,1.4109583333333333
5/8/1989,-11.891666666666666,NA,NA,2.261625
5/9/1989,-14.391666666666667,NA,NA,2.1775
5/10/1989,-17.754166666666666,NA,NA,3.253041666666667
5/11/1989,-18.5375,NA,NA,1.9345833333333333
5/12/1989,-17.116666666666667,NA,NA,1.6261666666666668
5/13/1989,-5.729166666666667,NA,NA,3.033291666666667
5/14/1989,-5.1,NA,NA,2.4403333333333332
5/15/1989,-13.408333333333333,NA,NA,2.021875
5/16/1989,-10.25,NA,NA,2.2674166666666666
5/17/1989,NA,NA,NA,NA
5/18/1989,NA,NA,NA,NA
5/19/1989,NA,NA,NA,NA
5/20/1989,NA,NA,NA,NA
5/21/1989,NA,NA,NA,NA
5/22/1989,NA,NA,NA,NA
5/23/1989,NA,NA,NA,NA
5/24/1989,NA,NA,NA,NA
5/25/1989,1.3208333333333333,NA,NA,1.5020416666666667
5/26/1989,6.291666666666667,NA,NA,2.009541666666667
5/27/1989,6.975,NA,NA,2.644041666666667
5/28/1989,9.220833333333333,NA,NA,2.824125
5/29/1989,9.770833333333334,NA,NA,2.3740833333333335
5/30/1989,12.416666666666666,NA,NA,3.2875833333333335
5/31/1989,6.295833333333333,NA,NA,2.006666666666667
6/1/1989,8.025,1.27,NA,3.704875
6/2/1989,8.229166666666666,2.032,NA,2.7207916666666665
6/3/1989,8.970833333333333,0.508,NA,2.0882916666666667
6/4/1989,7.6875,0.508,NA,3.0850833333333334
6/5/1989,7.0625,0,NA,3.0800833333333335
6/6/1989,5.383333333333334,0,NA,2.078708333333333
6/7/1989,6.2875,0.254,NA,2.407
6/8/1989,8.7375,0.254,NA,2.1515416666666667
6/9/1989,5.9,2.54,NA,2.5269166666666667
6/10/1989,-0.8458333333333333,3.048,NA,3.0000833333333334
6/11/1989,3.7291666666666665,5.8420000000000005,NA,4.453916666666666
6/12/1989,-2.325,1.27,NA,3.5905
6/13/1989,1.9791666666666665,0.254,NA,3.501375
6/14/1989,3.033333333333333,0,NA,2.681791666666667
6/15/1989,9.070833333333333,0,NA,3.8162083333333334
6/16/1989,6.791666666666667,0.254,NA,2.7992916666666665
6/17/1989,5.491666666666666,6.604,NA,4.7872916666666665
6/18/1989,5.675,0.254,NA,1.9195833333333334
6/19/1989,10.933333333333334,1.778,NA,4.494416666666667
6/20/1989,15.466666666666667,0.508,NA,3.1105833333333335
6/21/1989,11.4125,1.524,NA,2.7699583333333333
6/22/1989,13.045833333333334,1.016,NA,3.681166666666667
6/23/1989,11.6375,2.794,NA,3.002625
6/24/1989,9.4,2.032,NA,3.372666666666667
6/25/1989,9.104166666666666,0,NA,2.6998333333333333
6/26/1989,12.008333333333333,5.588,NA,3.239333333333333
6/27/1989,9.879166666666666,0,NA,2.90475
6/28/1989,13.529166666666667,0,NA,2.812
6/29/1989,13.733333333333333,0,NA,2.841041666666667
6/30/1989,9.491666666666667,0.508,NA,3.2799583333333335
7/1/1989,7.979166666666666,0,NA,2.4819583333333335
7/2/1989,13.058333333333334,0,NA,2.4469166666666666
7/3/1989,16.4875,0,NA,3.3975
7/4/1989,14.941666666666666,0,NA,3.2255416666666665
7/5/1989,15.608333333333334,0,NA,3.5532916666666665
7/6/1989,16.366666666666667,0,NA,4.347833333333333
7/7/1989,14.404166666666667,0,NA,3.0177916666666667
7/8/1989,15.895833333333334,0,NA,2.9484583333333334
7/9/1989,16.083333333333332,3.048,NA,3.0984166666666666
7/10/1989,13.5625,0.254,NA,3.6174583333333334
7/11/1989,12.945833333333333,0,NA,2.7325833333333334
7/12/1989,14.5875,0,NA,4.1085
7/13/1989,15.220833333333333,0,NA,5.136416666666666
7/14/1989,15.170833333333334,0,NA,5.2545416666666664
7/15/1989,14.883333333333333,0,NA,4.4175
7/16/1989,6.05,15.494,NA,4.2763333333333335
7/17/1989,7.183333333333334,0.254,NA,2.893125
7/18/1989,10.975,0,NA,6.940875
7/19/1989,10.683333333333334,2.794,NA,4.346791666666666
7/20/1989,9.525,2.794,NA,3.7495416666666666
7/21/1989,9.575,3.81,NA,3.3327916666666666
7/22/1989,11.116666666666667,0,NA,3.591125
7/23/1989,12.354166666666666,0,NA,2.978875
7/24/1989,11.825,0,NA,2.6319583333333334
7/25/1989,9.458333333333334,6.604,NA,5.790041666666667
7/26/1989,2.9166666666666665,8.89,NA,3.4141666666666666
7/27/1989,5.9875,0,NA,1.962625
7/28/1989,12.245833333333334,0,NA,5.109583333333333
7/29/1989,17.195833333333333,0,NA,3.6012083333333336
7/30/1989,16.05,3.556,NA,2.9659583333333335
7/31/1989,14.016666666666667,2.54,NA,2.2997916666666667
8/1/1989,13.358333333333333,8.636,NA,2.426041666666667
8/2/1989,11.154166666666667,7.62,NA,2.1872083333333334
8/3/1989,11.579166666666666,1.016,NA,1.9495416666666667
8/4/1989,13.65,0,NA,4.250166666666667
8/5/1989,16.05,0,NA,3.7481666666666666
8/6/1989,17.208333333333332,0,NA,2.4778333333333333
8/7/1989,17.15416666666667,9.91,NA,3.195291666666667
8/8/1989,15.8375,0,NA,3.8435
8/9/1989,13.3375,0.254,NA,4.402416666666666
8/10/1989,11.9875,0,NA,3.9182916666666667
8/11/1989,12.279166666666667,0.254,NA,4.048291666666667
8/12/1989,14.558333333333334,0,NA,6.980958333333334
8/13/1989,8.079166666666667,7.366,NA,2.8073333333333332
8/14/1989,6.220833333333333,1.524,NA,3.543
8/15/1989,8.1875,3.302,NA,2.3539583333333334
8/16/1989,7.045833333333333,3.302,NA,3.7131250000000002
8/17/1989,9.470833333333333,2.032,NA,1.9114166666666668
8/18/1989,NA,0,NA,3.6150416666666665
8/19/1989,NA,1.778,NA,4.492166666666667
8/20/1989,NA,6.8580000000000005,NA,3.7804166666666665
8/21/1989,NA,0,NA,2.6043333333333334
8/22/1989,NA,0,NA,3.151625
8/23/1989,NA,0,NA,3.218541666666667
8/24/1989,NA,0,NA,2.7562083333333334
8/25/1989,NA,NA,NA,NA
8/26/1989,NA,NA,NA,NA
8/27/1989,NA,NA,NA,NA
8/28/1989,NA,NA,NA,NA
8/29/1989,NA,NA,NA,NA
8/30/1989,NA,NA,NA,NA
8/31/1989,7.716666666666667,0,NA,2.577916666666667
9/1/1989,8.266666666666667,0,NA,2.8924375
9/2/1989,2.658333333333333,3.302,NA,2.795875
9/3/1989,4.658333333333333,0.254,NA,1.6195
9/4/1989,8.379166666666666,0.508,NA,2.1830833333333333
9/5/1989,7.583333333333333,1.778,NA,2.8267083333333334
9/6/1989,5.8875,4.064,NA,3.153125
9/7/1989,7.829166666666667,0,NA,4.5672500000000005
9/8/1989,12.058333333333334,0,NA,5.12025
9/9/1989,13.945833333333333,0,NA,4.90075
9/10/1989,11.15,1.778,NA,4.173625
9/11/1989,7.15,11.938,NA,2.4975
9/12/1989,5.329166666666667,4.064,NA,3.072208333333333
9/13/1989,0.8666666666666667,2.794,NA,2.7307916666666667
9/14/1989,-2.7458333333333336,NA,NA,5.592375
9/15/1989,-5.7875,NA,NA,2.621583333333333
9/16/1989,-7.883333333333334,NA,NA,2.56325
9/17/1989,-5.366666666666667,NA,NA,2.1908333333333334
9/18/1989,-5.85,NA,NA,1.8776666666666666
9/19/1989,-11.541666666666666,NA,NA,2.637625
9/20/1989,-13.379166666666666,NA,NA,0.99275
9/21/1989,-12.35,NA,NA,2.733791666666667
9/22/1989,-8.666666666666666,NA,NA,1.7902083333333334
9/23/1989,-5.7375,NA,NA,2.02
9/24/1989,1.35,NA,NA,3.482875
9/25/1989,1.8291666666666666,NA,NA,2.3194166666666667
9/26/1989,3.1083333333333334,NA,NA,1.684375
9/27/1989,1.7208333333333334,NA,NA,2.536875
9/28/1989,0.8083333333333333,NA,NA,5.889333333333333
9/29/1989,2.8666666666666667,NA,NA,7.142416666666667
9/30/1989,0.5916666666666667,NA,NA,3.487041666666667
10/1/1989,2.4791666666666665,NA,NA,3.8254166666666665
10/2/1989,1.6625,NA,NA,2.3485
10/3/1989,0.775,NA,NA,3.8846666666666665
10/4/1989,2.5541666666666667,NA,NA,4.5085
10/5/1989,1.4958333333333333,NA,NA,5.06475
10/6/1989,3.004166666666667,NA,NA,3.9813333333333336
10/7/1989,-1.1875,NA,NA,3.313375
10/8/1989,-3.904166666666667,NA,NA,3.6542916666666665
10/9/1989,-7.566666666666666,NA,NA,2.859625
10/10/1989,-8.079166666666666,NA,NA,2.8392916666666665
10/11/1989,-9.470833333333333,NA,NA,2.7952916666666665
10/12/1989,-10.3,NA,NA,4.64175
10/13/1989,-12.075,NA,NA,3.536583333333333
10/14/1989,-4.066666666666666,NA,NA,6.128333333333333
10/15/1989,-3.8708333333333336,NA,NA,3.1135833333333336
10/16/1989,-5.1,NA,NA,2.286208333333333
10/17/1989,-10.083333333333334,NA,NA,4.384416666666667
10/18/1989,-15.4625,NA,NA,3.0094166666666666
10/19/1989,-7.4375,NA,NA,6.234875
10/20/1989,-13.679166666666667,NA,NA,4.539916666666667
10/21/1989,-24.945833333333333,NA,NA,3.5799583333333334
10/22/1989,-22.058333333333334,NA,NA,4.6554166666666665
10/23/1989,-11.625,NA,NA,5.317208333333333
10/24/1989,-17.808333333333334,NA,NA,1.6311666666666667
10/25/1989,-20.333333333333332,NA,NA,1.2144583333333334
10/26/1989,-27.675,NA,NA,2.5274583333333336
10/27/1989,-27.470833333333335,NA,NA,2.2555
10/28/1989,-28.883333333333333,NA,NA,2.069375
10/29/1989,-30.795833333333334,NA,NA,1.7123333333333333
10/30/1989,-27.925,NA,NA,2.57575
10/31/1989,-20.725,NA,NA,2.505875
11/1/1989,-17.366666666666667,NA,NA,2.648833333333333
11/2/1989,-16.35,NA,NA,1.3808333333333334
11/3/1989,-21.145833333333332,NA,NA,1.3935
11/4/1989,-28.995833333333334,NA,NA,1.4305833333333333
11/5/1989,-31.8875,NA,NA,2.2868333333333335
11/6/1989,-25.0375,NA,NA,3.8114166666666667
11/7/1989,-25.3625,NA,NA,6.210875
11/8/1989,-29.641666666666666,NA,NA,4.873
11/9/1989,-28.825,NA,NA,4.655458333333334
11/10/1989,-28.558333333333334,NA,NA,4.975875
11/11/1989,-28.2625,NA,NA,3.30375
11/12/1989,-25.97083333333333,NA,NA,3.295375
11/13/1989,-25.025,NA,NA,2.8413333333333335
11/14/1989,-25.0125,NA,NA,4.1161666666666665
